"Hotel accommodation: arrivals and overnight stays of open establishments by year, month, canton and visitors' country of residence"
"2012";"September";"Switzerland";1665479;818115;...;200523;55625;38132;19853;65209;2812;24128;15682;3144;4807;7892;3995;3058;20616;4249;2387;2794;7347;1112;706;4868;3333;597;1442;340;264;689;86549;13764;1993;8954;1808;...;2099;1503;1214;1756;1908;3613;954;6893;15203;29716;4901;1728;2479;16423;...;62130;...;6083;2176;9259;2434;673;2017;6437;742;6276;3797;2522;405;445;465;7185;5908;...;809;2862;15759;1287;1039;4306;2242;1044
"2012";"October";"Switzerland";1325771;660828;...;139399;49921;35431;15041;44882;2388;15819;10761;2305;3903;5895;3845;3083;16185;4051;2410;3685;4268;1002;317;3904;2682;370;1081;205;319;412;54425;8769;1569;7951;1605;...;1907;1537;1058;1734;1894;3606;507;4753;12278;18265;4730;1280;1112;9613;...;69376;...;5477;2291;12596;2433;842;1088;5052;548;6414;7825;2043;375;369;374;5553;3445;...;975;2440;15021;915;885;2987;2230;1232
"2012";"November";"Switzerland";957194;474395;...;105076;48120;36311;12603;36520;2095;11069;8938;1755;2704;4762;1933;2156;14803;3714;2158;3005;3747;917;336;3205;2447;380;1082;228;196;380;32786;4544;1250;4465;673;...;1369;1226;898;1828;1041;3231;469;2978;6079;8351;2707;366;363;3651;...;34119;...;3801;1741;7781;2922;538;665;4951;604;1926;2718;1640;345;318;326;2630;3265;...;778;2306;12925;912;771;2589;2084;1229
"2012";"December";"Switzerland";1100930;543851;...;120095;53497;45886;10501;47043;2041;19041;14334;3071;2884;4979;1978;2446;14827;3730;4057;2907;4225;824;301;3276;1863;320;798;269;334;236;36050;4581;1211;5298;498;...;1706;1195;987;1599;2662;2719;370;3242;5116;6766;2657;902;566;7869;...;30102;...;3509;4843;5965;3981;511;1006;12716;504;1703;4081;1781;782;394;378;1793;3378;...;1040;1967;17716;861;639;2269;2237;1166
"2013";"January";"Switzerland";1074128;558210;...;119178;46269;33823;10438;48099;2291;15691;14871;3122;3321;5696;3105;1925;11830;3865;2473;3845;3968;827;191;3684;2067;923;821;239;315;301;34530;5058;1097;7801;1090;...;1657;1062;807;1446;2281;2592;374;3761;3475;6594;2712;750;524;9027;...;19931;...;1981;1408;8606;1117;449;962;2376;419;1238;2108;1845;630;367;428;2460;2686;...;869;2302;25772;800;636;2317;3342;1053
"2013";"February";"Switzerland";1156788;591304;...;136393;51181;31983;11739;56512;2459;27641;20785;4797;4582;8452;4760;3135;12008;4498;1998;3744;3809;907;306;3844;1970;762;1023;340;313;434;32025;4921;968;5395;896;...;1228;936;829;1321;1076;2132;246;4205;3783;7611;2470;967;751;3504;...;35989;...;3436;1645;5483;1704;246;636;3980;371;2365;2470;1597;435;375;430;1606;2230;...;772;2093;14477;876;704;2658;2203;1064
"2013";"March";"Switzerland";1360117;681087;...;169909;65969;41973;14483;60726;2896;20966;19926;3846;4952;10213;4700;3688;16851;4915;2383;3390;4531;982;261;5333;2687;555;1953;204;501;349;44442;7838;1547;5493;1208;...;1878;1470;1053;1618;2171;3208;400;5229;7170;9983;2878;465;560;4110;...;29391;...;4224;2899;7507;2063;724;779;4720;712;2840;6173;1696;708;605;504;3141;4033;...;1112;2489;20580;1292;985;4216;2556;1218
"2013";"April";"Switzerland";1095938;488064;...;118357;47526;38501;13878;49766;2288;17008;12261;1994;3758;6088;2799;2818;14039;4161;2379;3715;3878;1020;392;4519;2344;271;1353;229;393;416;45395;7057;1644;6617;1286;...;1774;1369;950;1699;1592;3029;395;3794;13393;11761;3999;755;600;7371;...;47581;...;4546;2766;10972;3707;861;955;5945;522;4709;14362;2148;522;372;379;3451;4333;...;803;2429;17253;1264;722;2854;2195;1592
"2013";"May";"Switzerland";1332337;563797;...;153847;52776;34856;16026;55896;2393;20055;11825;2945;3826;5819;2832;2946;16546;4979;2643;3747;4293;1121;331;4867;3402;525;1249;253;434;1015;66476;9814;1548;9634;1852;...;1987;1848;1135;1761;1909;3262;946;4257;48473;18425;4437;799;1252;12418;...;61077;...;5468;5328;12555;4525;1029;1597;8369;545;5820;9997;2165;941;409;540;6044;4121;...;1083;2420;20826;1249;842;3747;2599;1564
"2013";"June";"Switzerland";1659017;713002;...;175096;57609;41138;19020;71183;2686;28772;18421;2841;5425;6838;4275;3605;18921;4911;2801;4236;5212;1104;727;4967;3714;457;1358;330;887;802;98876;11543;2571;7874;2158;...;2963;2298;1215;2329;2224;4132;1037;5845;48990;46710;5187;1336;2671;16014;...;71566;...;8695;3849;12344;3170;811;2322;12032;1138;8735;4929;2640;1913;389;649;17369;9777;...;949;2476;16023;1391;1256;4112;2928;1243
"2013";"July";"Switzerland";1980855;868448;...;205255;69193;47667;22301;78903;2812;52257;34433;3754;9612;9552;8008;3479;26163;4404;2993;3765;4735;1496;395;4963;4615;1068;1594;573;608;656;104451;12526;3867;9143;2136;...;2715;2114;786;1335;2134;3105;492;10183;28498;80361;5405;944;1156;18259;...;112252;...;8178;2665;17071;2447;527;2788;5633;579;9708;4966;2630;1257;503;762;5330;4824;...;1097;3210;18963;1554;1100;5752;2605;1142
"2013";"August";"Switzerland";2026650;896234;...;229724;80329;63505;23176;75841;2763;42891;28023;4864;5685;6104;3555;2306;30048;5118;4202;3952;5072;1465;661;4866;4796;618;1674;518;532;551;79942;12586;1935;6683;1518;...;2417;1792;1439;1705;1696;2991;1612;10515;22893;50046;5443;7478;11274;13254;...;115086;...;8294;9747;14046;2484;943;2006;6442;1570;7802;4341;3100;1163;546;818;24104;19853;...;1014;3590;20144;1378;1592;6492;2758;1045
"2013";"September";"Switzerland";1697003;815696;...;192889;57253;39645;19905;67269;2864;24514;17468;3595;5817;7589;3813;2876;19917;4666;2366;3294;4739;1201;459;5012;3903;253;1322;407;411;856;90363;13639;1907;9619;1923;...;2341;2404;1143;1909;2169;3221;745;7181;14613;28128;5667;2048;3343;19707;...;75913;...;6054;2351;12849;3589;735;1979;7023;852;7819;7053;2505;882;453;540;7000;7721;...;896;2607;16249;1276;1071;4244;2222;1051
"2013";"October";"Switzerland";1319917;639407;...;133786;55004;37209;13427;43900;2318;15441;10898;2288;4384;5682;2878;3002;15116;4379;2787;4521;3975;1017;584;4212;3277;478;1111;237;328;546;56322;8198;1528;8161;1826;...;2084;1810;1127;1844;1369;3484;616;4533;11079;13933;4742;1805;2341;10265;...;68167;...;7165;2680;14476;3274;868;1298;8516;652;6319;11134;2372;1294;324;353;7357;6370;...;1132;2531;14725;1119;1042;3678;2591;1221
"2013";"November";"Switzerland";994376;498570;...;100038;52008;37778;12343;38644;1870;11098;8258;1868;3086;4713;2131;2078;12948;4073;2636;2700;4560;895;367;3863;2377;602;1028;207;343;324;34937;4927;955;4272;886;...;1455;1109;873;1611;906;2988;370;3606;5757;6802;2991;894;685;4081;...;36692;...;3285;1924;8456;3008;575;724;8435;233;2135;3680;2125;770;314;445;2341;2793;...;982;2557;13124;1059;852;2984;2177;1195
"2013";"December";"Switzerland";1134051;549926;...;119791;57171;45761;10474;51636;2213;20289;15315;3463;3118;4618;2010;1941;13647;3913;4778;2886;3522;839;187;4092;2465;356;933;301;525;256;38276;5182;1330;5837;569;...;1626;1142;966;1520;2764;2537;379;3598;4836;6327;2841;978;545;9945;...;31300;...;3507;4892;8819;4325;566;1111;13973;142;1943;6128;1977;1147;374;423;3168;3961;...;994;2176;17467;964;853;2920;2211;1086
"2014";"January";"Switzerland";1121140;577525;...;119665;48572;36332;11506;49459;2407;15174;13821;3136;3447;6168;3185;2060;11059;3687;2786;3784;3209;805;273;4189;2045;1528;885;265;311;378;34719;5354;1243;8087;1030;...;1591;1119;983;1417;2178;2143;332;4002;3467;6229;2953;917;694;10092;...;28241;...;2407;1464;13450;1252;298;1077;4128;367;2195;2192;2249;526;476;429;2352;3064;...;777;2101;26911;1082;753;2533;3685;920
"2014";"February";"Switzerland";1152643;581615;...;127831;59634;34424;11509;59828;2798;25097;16730;5198;4871;9284;4665;2885;11421;3979;2476;3647;3456;745;248;4098;1740;439;1017;201;305;462;33263;5047;731;4556;885;...;1037;962;808;1438;1227;2108;323;4380;3840;6646;2322;850;1071;3607;...;38542;...;3326;903;8686;1803;291;719;3962;375;2206;2506;1511;565;464;435;1831;3344;...;737;2364;14362;1033;752;3148;2103;971
"2014";"March";"Switzerland";1370059;679516;...;162255;64475;45317;14249;59532;2595;21902;22541;3133;4405;11347;4984;3235;13884;5054;2945;3459;4129;1145;311;5820;2466;458;1367;410;344;421;44986;7805;1252;6335;950;...;1365;1321;1041;1856;1688;3506;427;5114;6818;10392;3565;912;821;3851;...;41951;...;3708;2506;9883;2366;584;762;5289;469;3149;7949;2299;931;534;564;4028;4616;...;988;2609;19039;1555;911;4303;2233;1129
"2014";"April";"Switzerland";1144054;508843;...;123077;50457;38323;13818;50482;2142;16165;15167;2706;3452;6300;2908;2620;15507;4716;2286;3338;3236;923;441;4233;2511;469;1100;279;306;363;42033;6872;2120;7992;1543;...;1657;1624;756;1404;1498;2610;431;4525;17881;8266;3692;1012;840;7172;...;60829;...;5276;2454;13796;4371;1484;1074;5150;714;3736;17350;1793;512;383;522;4204;6024;...;726;2165;13533;1097;809;2879;1890;1187
"2014";"May";"Switzerland";1382152;605011;...;142706;55620;37997;16381;53773;2326;20676;12456;2758;3534;5936;2781;2573;16224;4767;2259;4147;4594;1121;620;4625;2944;370;1412;229;323;639;69271;10490;1728;9048;2129;...;1932;1660;958;1724;1680;3426;757;4754;48571;16140;4283;1277;1373;12115;...;75841;...;6566;3135;16825;4714;1630;1628;7632;541;7511;9681;1994;1453;431;558;5850;5703;...;848;2790;15373;1287;923;3973;2036;1111
"2014";"June";"Switzerland";1654531;719538;...;175382;58751;40691;19321;71333;2940;27176;18563;3480;4192;7034;4037;3393;19275;5031;2411;4111;4857;1202;376;5644;3525;997;1321;345;399;650;102392;11400;2221;7780;1883;...;2426;1991;1200;1693;2095;3898;598;5693;41372;38329;5665;1837;2470;15669;...;77630;...;8831;3233;16716;3814;766;2434;9842;1027;12293;6392;2826;924;481;622;12522;8112;...;888;3045;15535;1549;1146;4031;2168;1117
"2014";"July";"Switzerland";1922374;822991;...;185984;68117;46094;20704;79430;3030;50576;33022;3492;8092;10058;7455;3986;23990;4512;2639;4036;4946;1134;420;5908;4744;1381;1698;264;440;616;109632;12666;3972;8207;1982;...;2538;2461;959;873;2178;2910;619;8403;28744;65731;6787;1511;2278;17537;...;124322;...;8550;6432;23211;2970;641;2881;6262;579;10652;5386;2333;892;594;668;5033;7693;...;829;3573;17645;1681;1025;5572;2435;768
"2014";"August";"Switzerland";2055843;881499;...;229368;79960;57306;21500;78149;2690;45978;27376;5025;5217;6287;3447;2923;32795;4879;3428;3532;5823;1199;448;6521;4373;619;1357;419;648;485;86705;11953;2139;7575;1722;...;2253;2008;1769;1608;1550;3086;1790;10516;21425;43129;6744;9521;13365;14239;...;126749;...;8145;3293;24769;1758;507;2346;4465;2347;9109;3329;4186;819;618;687;36544;33977;...;822;3932;18516;1831;1403;5924;2598;821
"2014";"September";"Switzerland";1724182;842443;...;183203;56519;41105;19684;69860;2934;24630;16157;3464;4451;7187;3775;3098;19259;4493;2451;3422;4833;1282;436;5633;3610;386;1363;326;442;605;94489;13839;2462;10582;2177;...;2262;1911;1218;1585;1909;3360;598;7364;15148;25351;5527;2894;2674;18267;...;76803;...;6083;2160;18246;3935;917;2727;6345;647;9072;5730;2651;744;484;471;10944;8100;...;1029;2586;14145;1435;915;4071;2079;1195
"2014";"October";"Switzerland";1432266;706891;...;140231;53274;36354;13801;47542;2513;15756;10021;2571;4033;6270;2726;2726;15308;4510;2721;4401;4491;1170;393;4320;2483;434;1200;191;340;717;59074;8461;1889;9822;1769;...;2456;1786;1216;1361;1453;3553;542;5967;16706;16756;5282;2209;2360;10222;...;85568;...;5479;3130;19811;2970;1052;2042;7347;730;7511;10121;2295;635;387;436;10195;6942;...;995;2698;13342;1142;939;3114;1983;1130
"2014";"November";"Switzerland";1007792;499669;...;100183;46762;35904;12402;37934;2173;11679;8182;1851;2986;4552;2227;2331;13728;4179;2887;3329;3987;923;351;3961;2124;261;1266;310;575;312;36657;5183;1207;5566;901;...;1549;1269;971;1316;1007;3214;246;3763;7080;6951;3208;2085;622;4069;...;47558;...;3704;2538;9259;2918;697;672;5857;489;2448;4991;1706;564;610;487;3476;3551;...;816;2494;11912;1097;778;2560;1761;957
"2014";"December";"Switzerland";1195017;578252;...;121948;56447;54637;10996;54273;2172;18941;15360;3727;2912;5147;1979;2349;14982;4297;5389;3195;3741;907;508;3837;1804;753;1036;394;698;288;38293;4798;1591;7761;632;...;1598;1232;971;1434;2752;2544;264;4566;6030;6531;3077;1062;643;10337;...;39679;...;5091;6756;10286;4861;674;1169;12672;406;2400;8283;1931;673;498;410;2138;4907;...;805;2167;14577;899;767;3006;1868;1009
"2015";"January";"Switzerland";1145048;596673;...;118039;48135;37190;10600;48368;2432;14728;14434;3123;3056;6564;2761;2010;11359;3709;2964;4856;3911;819;332;4076;1598;719;991;219;397;389;35284;5413;1406;11474;1034;...;1397;1283;942;1267;2288;2275;227;4466;4400;5214;3295;1126;1025;10028;...;31122;...;1852;2330;16907;1233;334;1161;4184;426;2299;3529;1953;363;410;385;3214;3498;...;815;2494;19974;999;638;2538;3128;966
"2015";"February";"Switzerland";1234214;626565;...;123838;58592;32381;11197;61955;2900;27311;21141;4822;4705;8742;4717;2807;11303;4636;2640;3966;3949;902;308;4291;1766;351;1084;187;483;493;32632;5186;1052;7331;964;...;1192;1094;893;1382;1148;2546;188;4368;4655;6881;3249;938;864;3619;...;65722;...;4303;1351;12205;1704;384;615;4145;337;4082;2675;1454;705;461;511;2079;3452;...;797;2413;9554;1153;620;2616;1713;949
"2015";"March";"Switzerland";1314357;646100;...;145400;56419;40864;14668;59243;2953;18342;15766;2820;4311;9710;4960;3185;14528;4956;3236;3981;4297;939;529;5093;2205;660;1171;240;358;414;49015;7101;1576;5622;1323;...;1491;1316;854;1612;1720;3545;238;5140;8523;8219;4152;1135;850;4313;...;54270;...;4597;2976;13759;2009;799;764;5096;567;4595;10109;2145;769;550;584;5062;5853;...;902;2825;11674;1517;820;4016;1960;1046
"2015";"April";"Switzerland";1157488;530325;...;109772;45387;35069;12860;45801;2161;13359;13651;2415;2945;5520;2183;2983;13481;4021;2219;3767;3716;947;292;3815;2151;409;896;236;254;353;47828;7569;1723;7554;1264;...;1649;1380;905;1168;1617;2752;315;4485;17707;7755;4000;1515;1251;7552;...;78158;...;6934;3855;17584;3339;1377;1129;4715;532;4690;21542;1649;390;429;400;5147;6186;...;859;2341;7829;1188;836;2675;1718;1009
"2015";"May";"Switzerland";1424371;610318;...;129677;50075;37135;15493;53424;2329;19337;10627;2300;3281;4766;2294;2805;15244;4663;2340;4626;4909;1133;410;4684;2692;233;1767;282;285;725;73736;10405;2052;9746;2017;...;2009;2169;1032;1535;1913;4142;268;5366;65179;17517;5529;1521;1965;13215;...;104667;...;8213;4822;21067;3045;1882;1635;5941;877;9647;11882;2098;473;410;510;8628;6180;...;801;3084;10972;1141;1022;2877;2257;1070
"2015";"June";"Switzerland";1685080;728111;...;153864;55590;37304;18219;73545;3126;22404;16134;2815;3976;6375;3916;3638;18457;4889;2501;3796;5066;1209;478;5525;3340;383;1313;294;446;798;107790;11868;2354;9286;2469;...;2551;2761;955;1208;2076;3927;438;7443;57453;31923;6299;1228;1643;17370;...;117336;...;10544;3749;21698;3862;1130;2389;8556;753;16500;6941;2345;660;621;549;7780;6368;...;874;3132;10747;1386;1087;4267;2080;1172
"2015";"July";"Switzerland";2060458;879095;...;166022;64920;42376;19210;81718;2738;42804;29846;3051;7170;8440;6403;3610;24489;4413;2593;4013;4973;1249;417;6313;4299;487;1407;399;774;645;117640;13022;4014;9494;2143;...;2533;2402;1492;1065;2688;3359;4455;11318;33286;59124;8736;5810;6360;19413;...;173752;...;12102;10919;30485;2526;936;2608;5810;1708;14607;4972;2765;562;485;620;25334;20176;...;748;3625;12522;1698;1131;5171;2241;727
"2015";"August";"Switzerland";2083388;899042;...;192991;74109;56658;21428;76511;2842;32374;23307;3949;4374;5887;3342;2415;30743;5353;2746;3615;5665;1316;553;6264;3939;515;1588;467;420;520;95398;12213;2456;7192;1854;...;2361;2301;1506;1638;1803;3276;2058;11507;26946;39234;8206;10872;13236;15924;...;179853;...;11223;1745;29487;1723;814;1847;5020;3227;11712;4170;3735;607;491;419;38431;36935;...;753;4447;12152;1507;1283;5785;2330;778
"2015";"September";"Switzerland";1740292;822798;...;156953;54062;38273;19295;70528;2971;21312;15111;2797;4351;6747;3368;3034;20350;4391;2510;4125;5595;1154;677;5815;3283;339;1383;525;472;1110;102604;13827;2241;9185;2193;...;2168;2103;1441;1533;2038;3711;673;6666;19155;25784;6532;3065;3634;19034;...;115133;...;9405;2253;20822;3814;1172;2876;7021;1297;11986;5924;3091;424;582;559;18821;10612;...;858;3064;9486;1386;1211;4490;2047;1042
"2015";"October";"Switzerland";1420562;699833;...;119373;50619;35655;14382;46150;2736;13839;9116;2035;3179;5890;2486;2736;14926;3970;2585;3334;4811;1105;465;4509;2409;632;1128;295;314;549;61977;8273;1714;7766;1939;...;2134;2009;979;1617;1622;3876;265;4963;15748;13528;5878;1491;1615;10053;...;114665;...;7805;2714;24031;3557;1208;1518;5905;862;9908;13128;2373;649;552;436;7061;6923;...;928;2882;9033;1176;754;2984;2004;998
"2015";"November";"Switzerland";1014350;502370;...;97315;43367;34171;12883;41179;2502;10963;8210;1916;2795;4664;2002;2242;13189;4169;2874;3921;3740;865;317;4295;2023;317;1079;284;290;366;38164;4914;1304;5431;1145;...;1516;1167;1088;1525;1247;3313;244;3579;7177;6167;4168;1112;867;4269;...;51258;...;4487;2044;12973;4302;897;788;5728;597;3614;4561;1859;403;427;395;3374;4717;...;832;2537;8764;1092;769;2606;1663;958
"2015";"December";"Switzerland";1149813;583558;...;103007;53787;51089;9984;51503;2055;15116;12822;3372;2377;4306;1721;2061;14454;4282;4526;3385;5083;842;252;3539;1669;389;915;453;411;313;40435;4653;1441;5891;727;...;1516;1039;948;1400;2521;2560;346;4015;6198;4852;2912;1522;1040;10120;...;36916;...;5357;4530;9858;5032;1041;1119;11351;439;3265;7700;2136;363;410;424;2388;5783;...;757;2303;10336;878;662;2272;2124;962
"2016";"January";"Switzerland";1109761;589645;...;106676;44902;34622;10596;48305;2433;13204;13971;2647;3080;5373;2194;2295;11325;3655;3413;4859;3933;736;260;4129;1609;274;955;252;444;373;40697;5323;1406;8398;1308;...;1554;1241;983;1171;1958;2330;243;3737;4547;4695;2800;1409;916;10052;...;29076;...;2855;1860;14665;1389;523;1227;3953;405;2189;3375;1971;755;480;383;3334;4690;...;857;2242;14699;854;819;2395;2954;883
"2016";"February";"Switzerland";1243588;645379;...;121205;62174;33596;11608;64031;2996;24497;18506;4249;4423;7670;4354;2763;12138;4502;2891;4344;4546;929;470;4535;1897;430;1173;394;349;441;36928;5596;905;5918;1334;...;1271;1173;879;1444;1063;2645;282;4392;5198;5708;2527;1255;852;4056;...;48966;...;4833;1188;12548;1812;747;724;3353;400;4815;4631;1986;672;437;573;2194;4483;...;799;2403;8825;1074;719;2823;1709;958
"2016";"March";"Switzerland";1370582;692486;...;141996;57010;43481;14449;64156;2920;18889;18264;3416;4270;9343;4004;3516;16856;5246;3240;4012;4878;1175;521;5397;2374;362;1230;446;355;437;49325;7089;1897;4790;1455;...;1795;1361;905;1484;1899;3239;252;5503;10501;7625;3549;1614;915;4584;...;50115;...;5920;2886;12618;2273;1064;960;5021;744;4029;9383;2622;744;625;580;4725;7860;...;807;3001;10546;1536;896;4127;1888;1101
"2016";"April";"Switzerland";1173979;544867;...;107486;48219;35877;13805;47932;2376;16323;11030;2126;3293;5522;2608;2661;12284;4294;2828;3871;4166;1121;317;4988;2604;380;1307;282;266;465;52179;6929;1322;6535;1651;...;1716;1167;1003;1387;1196;2872;287;5001;18127;7548;4677;2001;945;7417;...;66183;...;5123;3915;17624;2856;1247;1143;4526;515;5369;22330;2214;453;351;440;5680;7630;...;1131;2708;7890;1245;886;2587;1698;977
"2016";"May";"Switzerland";1435763;620571;...;133921;51629;33249;17037;58614;2996;19577;11824;2745;4201;5678;3052;2845;16608;5158;2788;5462;4462;1181;499;5311;3468;509;1287;347;793;704;75651;9667;1868;8560;2776;...;2281;1781;1237;1656;1819;3617;444;5249;61751;12632;5774;1916;1800;13056;...;85643;...;8040;4735;22569;3278;1442;1559;5709;1011;10700;15431;2246;641;416;483;11085;8751;...;1031;2838;9721;1226;847;3231;2086;993
"2016";"June";"Switzerland";1637109;707450;...;147214;54173;39584;19086;70808;3081;24373;16682;2981;4747;6616;3910;3311;17741;4947;2905;4861;6385;1259;915;6167;4483;556;1597;541;424;879;118593;11771;3116;7536;2717;...;2964;2543;738;1132;1916;3681;234;7798;50183;28747;6372;1130;738;17540;...;91373;...;11945;3368;25515;2782;1413;2068;8097;485;20137;8431;2034;612;577;649;2312;4887;...;1081;3037;9157;1943;1185;3853;1911;1132
"2016";"July";"Switzerland";2055461;901188;...;171440;67352;41141;21261;78383;2894;43819;32529;3585;9373;9902;7456;3708;25229;4999;2916;4681;5504;1512;592;6600;4680;451;1599;393;486;752;124780;12303;3746;7227;2646;...;2587;2174;1551;1469;2052;2979;1199;10165;33039;50245;8751;5916;6099;19344;...;128317;...;12696;8115;32681;2589;945;2514;4864;2585;14818;8019;3554;844;482;641;27548;25014;...;811;4072;10641;1658;1096;5601;1886;773
"2016";"August";"Switzerland";2026168;895628;...;195542;76178;58925;22097;72274;2974;39416;24298;4738;4310;5795;3156;2249;34247;5224;3479;4067;5185;1471;660;7145;4229;930;1549;451;679;531;95835;12142;2245;6500;2064;...;2085;2462;1322;1922;1597;3393;1629;13579;26046;34476;8588;9656;10629;14747;...;127503;...;10402;1579;31763;1374;799;2038;3665;2096;11164;4958;3824;592;588;594;39700;29863;...;981;3887;9484;1587;1237;5240;2173;733
"2016";"September";"Switzerland";1772685;856855;...;161627;53716;37666;19551;65415;2976;22746;16329;3456;4482;7003;3931;3000;18263;4811;2565;5397;5843;1610;653;6129;3281;476;1436;532;443;700;110760;13522;2330;8740;2554;...;2617;1837;1415;1665;1807;3271;999;8348;21742;21341;7338;4281;5643;18976;...;82130;...;9551;2467;25943;3370;1350;2246;5476;1335;17782;6563;3065;645;408;495;21472;15539;...;926;3176;9184;1624;939;4145;1715;1061
