"Hotel accommodation: arrivals and overnight stays of open establishments by year, month, canton and visitors' country of residence"
"2016";"October";"Switzerland";1437854;724183;...;124097;53314;38118;15199;43840;2586;14698;9134;2297;3717;5469;2713;2789;14789;4695;3297;3676;7029;1186;451;4641;2849;270;1095;313;588;638;64949;8838;2103;8364;2017;...;2359;1751;978;1335;1603;3557;566;6307;17348;11784;6551;1476;1833;10128;...;84797;...;7564;3663;21843;3529;1437;1617;4929;767;11324;17073;2438;442;390;507;5364;7216;...;1197;3236;8830;1266;874;3009;1840;1184
"2016";"November";"Switzerland";1020879;502295;...;98743;46619;32673;13320;37905;2514;11632;8941;2029;2983;4658;2421;2138;13766;4410;3001;4218;4981;886;325;4559;2085;277;1024;339;388;365;38322;5189;1451;5827;1078;...;1620;1406;779;1416;996;2853;189;3661;9147;6247;3756;1160;493;4191;...;47071;...;4001;3761;12448;2690;1023;884;4442;484;5327;8052;1908;404;373;553;3814;4696;...;962;2859;8613;1127;781;2610;1723;997
"2016";"December";"Switzerland";1194103;592583;...;106233;55680;48033;10291;52270;2454;15276;13194;2974;2371;4297;1792;1987;17697;5264;5020;4197;4557;964;261;3949;1924;306;983;446;556;338;46668;5165;1988;7172;861;...;1819;1457;813;1583;1977;2634;339;5346;7781;6519;3648;1144;764;10957;...;38431;...;6057;5810;11226;5436;1280;1351;10629;526;3849;9531;2080;491;537;514;3907;5764;...;964;2454;11732;862;739;2295;2201;905
"2017";"January";"Switzerland";1180328;618475;...;108841;45935;34476;10854;48203;2722;14331;13900;2795;3401;5078;2353;1842;12105;4120;3182;5026;3731;946;218;4224;1837;508;931;360;651;421;43334;5719;1438;10585;1506;...;1714;1812;758;1236;1688;2406;228;4617;5071;5532;3246;1395;853;11258;...;46221;...;4514;2684;17212;1723;552;1394;3460;336;4452;4719;1805;551;469;444;4417;4054;...;776;2367;14770;930;739;2297;2694;886
"2017";"February";"Switzerland";1249184;658002;...;116774;58212;31577;12977;58369;2909;24032;20044;4462;5349;7919;4476;2641;12001;5043;2672;3825;4634;1246;365;4220;1976;620;940;435;493;521;40388;5681;1191;7361;1373;...;1507;1019;878;1488;1118;2474;534;3952;5562;6565;2880;990;719;4837;...;44154;...;3444;1963;15104;1500;780;663;2916;356;4032;4450;2074;420;377;453;2392;5427;...;853;2480;10606;1179;932;2716;1685;977
"2017";"March";"Switzerland";1412434;713396;...;140817;56536;41528;14139;61655;3284;19927;17180;2762;4100;9470;5150;3200;14969;5415;3118;4426;4605;1102;416;6244;2907;565;1292;459;402;586;56577;7737;1419;7267;1603;...;1696;1467;918;1565;1780;3412;254;5510;10547;9321;4851;1433;756;5306;...;52327;...;4753;3830;17163;2658;708;890;4556;717;5659;11961;2879;614;625;572;5246;8211;...;918;2826;11879;1629;1097;4249;2186;1212
"2017";"April";"Switzerland";1304509;596686;...;120493;49137;37638;13681;49487;2556;16353;14683;2845;3275;5266;2464;2704;17042;5724;2511;4266;4012;1092;550;5116;2398;928;1332;365;235;572;58446;7561;1966;7490;2101;...;2130;1601;878;1271;1834;3049;343;4973;23858;8242;5605;2483;1067;7800;...;70112;...;7646;5555;26797;3922;1994;1226;4778;906;6320;29827;2148;642;412;445;6236;9119;...;1108;2496;8948;1228;1002;2920;1445;1168
"2017";"May";"Switzerland";1513693;640926;...;132078;51075;35395;16396;56518;2946;18585;11065;2470;3687;5641;2455;3170;16185;5188;2742;5229;4644;1320;458;5721;3009;359;1586;367;331;952;90783;10920;1826;10161;2923;...;2518;1856;827;1483;1728;3239;318;5392;76213;16190;6227;1951;1413;14347;...;93679;...;9065;4192;32082;3947;2294;1846;6869;1225;16644;18852;2480;503;511;745;5907;8048;...;991;3084;10723;1397;954;3786;2001;1055
"2017";"June";"Switzerland";1829684;790583;...;159740;55610;43498;18493;71939;3757;25766;16132;3281;4911;6673;3945;3736;20958;5733;2763;5498;5249;1248;746;6265;3904;552;1621;459;541;1074;133021;12808;3178;10150;2989;...;3216;2378;858;1203;2102;3930;243;8990;65221;34061;8202;1700;954;19384;...;100776;...;12086;9055;32368;3495;1575;2425;9392;785;23045;12425;2731;669;558;710;4636;8051;...;1102;3052;11169;1791;1087;4348;2060;1030
"2017";"July";"Switzerland";2145250;921825;...;172533;68516;41401;20744;75750;3434;46331;30638;3272;9904;9826;7946;3753;28354;5193;3323;5043;5213;1552;672;7414;4384;527;1567;523;653;1009;138604;14127;4204;10597;2828;...;3281;2896;1596;1773;2523;3644;1407;11695;40570;55907;10536;4293;5959;22247;...;139016;...;11397;4812;35741;2959;1428;2828;5479;2867;18648;9284;4264;663;553;730;28250;26262;...;785;3780;12866;2385;1270;5596;2543;857
"2017";"August";"Switzerland";2118775;904000;...;197504;80484;59514;22186;74160;3455;43624;26283;5012;5249;6348;3732;2566;38855;5857;3585;4963;5728;1296;834;6945;4429;446;1611;762;663;884;110861;14063;2914;8250;2621;...;2696;2014;1255;1528;1480;3086;2037;15969;31317;39011;8747;6448;11260;17144;...;132343;...;11892;1873;38192;2077;1279;2314;4231;2899;16505;6689;4217;711;549;685;35551;32711;...;1090;4427;11959;2145;1366;5592;2686;1116
"2017";"September";"Switzerland";1878212;894185;...;166059;56394;38624;22658;69619;3395;26395;14489;3338;5622;7757;3889;3228;22373;5688;2907;4925;5007;1349;650;6527;3454;823;1727;541;495;1114;121228;15859;2905;10959;2902;...;2993;2301;1299;1641;1891;3574;609;8663;27047;23954;7824;3833;3082;21035;...;91424;...;8910;3768;31957;3515;1647;2526;5921;1150;19120;10477;4039;608;534;604;16461;13868;...;893;3616;10326;2093;1147;3756;1947;1074
"2017";"October";"Switzerland";1557187;771657;...;126289;54887;36179;15991;48439;3061;16028;9174;2280;4153;5466;3243;2657;16469;4679;2698;3844;5467;1401;446;4896;3417;406;1351;369;387;818;71555;9418;2252;9308;2191;...;2819;2140;1000;1486;1347;3711;538;5565;22592;13334;6377;2234;1124;11681;...;101490;...;7174;3451;38781;3879;1515;1513;6228;881;17580;16411;2553;503;534;643;5458;8291;...;1109;3549;10007;1170;921;3506;2147;1069
"2017";"November";"Switzerland";1078363;529192;...;100073;47638;34637;13302;40736;3197;11560;8689;2028;3034;4564;2239;2249;14821;4608;2893;3828;4820;1111;221;4752;1968;401;1189;366;426;496;42209;5869;1689;5652;1215;...;1965;1525;754;1672;1057;3072;223;4379;8918;7810;4178;1887;553;5427;...;55798;...;3659;2673;15817;2776;1003;703;5250;311;4888;7168;2276;410;380;637;2855;5953;...;838;2929;8962;1213;815;2738;2265;954
"2017";"December";"Switzerland";1294442;633826;...;111776;56382;53447;10412;53318;2768;16453;13328;3849;2740;4656;1847;2219;20324;5900;5317;3961;5070;1113;283;4235;1808;495;1315;621;530;402;50790;5418;2295;9091;973;...;1876;1862;859;1647;2448;2787;267;4564;9538;7083;4715;2102;878;13373;...;47416;...;6520;8384;13860;7044;1518;1249;11332;228;5066;11186;2575;528;621;578;2203;7939;...;1028;2924;13303;949;801;2493;2703;1033
"2018";"January";"Switzerland";1242076;649656;...;114980;51649;35580;11142;49468;3142;15923;14501;2678;3404;6605;3004;2189;13272;4666;3225;4865;4496;1022;346;5451;1912;490;1139;412;668;522;45846;6025;2090;12848;2001;...;2187;1484;820;1348;1994;2226;337;4007;5474;6271;3706;2353;871;13369;...;35392;...;3164;3361;19356;1884;565;1322;3868;257;2782;5342;1996;479;480;622;3310;6906;...;825;2496;16947;1200;933;2657;3299;969
"2018";"February";"Switzerland";1312258;676023;...;125497;57310;31295;11089;61734;3291;25338;19275;4581;5038;8214;4278;2743;12318;5011;2820;3584;4836;1071;553;5091;1753;455;1175;468;458;548;40518;5730;1398;8833;1906;...;1452;1421;801;1562;981;2648;243;4625;6351;7443;3507;1835;732;5433;...;65791;...;5386;1712;14836;2513;680;749;3794;199;5371;3968;2094;684;452;602;2050;5860;...;908;2566;10691;1162;787;3000;2103;1034
"2018";"March";"Switzerland";1521193;763846;...;155939;62278;42040;15178;68322;3870;20687;19772;3203;4406;11044;4499;4164;18817;6285;2978;4445;5784;1232;530;6844;2733;536;1380;544;452;467;56714;8069;2196;6435;1670;...;2177;1987;1311;1712;1871;3189;346;6142;13706;9555;4943;2638;1227;5452;...;51836;...;5946;3967;17901;2819;1289;887;5281;604;6339;13847;3076;836;739;702;3513;10300;...;1010;3015;12724;1698;975;4531;2548;1195
"2018";"April";"Switzerland";1320522;598738;...;116065;50662;38210;14112;49334;2859;17485;12668;2764;3457;5982;2616;2557;16152;5517;2714;4241;5577;1200;417;5947;2503;690;1371;356;426;663;59397;7236;1876;8344;2245;...;1912;1876;922;1416;1656;3055;282;4972;24927;8530;6027;2580;1326;8767;...;71931;...;6503;6351;26796;4779;1711;1365;5250;660;8344;31070;2163;420;507;494;5622;9952;...;1118;3264;10510;1330;1233;3093;2294;1133
"2018";"May";"Switzerland";1562846;658691;...;145022;51850;35405;16751;55289;3466;22008;11245;3147;3981;5802;2818;2866;18469;5347;2517;4415;4856;1417;541;6958;2848;653;1265;376;335;1002;93379;10947;2700;10918;3404;...;2846;2363;627;1338;1792;3256;304;5104;87828;14395;5228;2176;784;14566;...;92491;...;9157;3950;32595;3180;2025;1723;7179;517;15998;20640;2430;626;470;608;3947;7175;...;932;3389;10870;1229;945;3831;2654;990
"2018";"June";"Switzerland";1942102;831937;...;163684;59478;40831;20441;73451;3794;27463;17681;3122;4781;7439;4072;3913;22649;5670;2697;3945;7177;1425;813;6964;3650;752;1568;451;912;1090;147258;13245;3371;9105;2686;...;3554;3089;1047;1407;2219;3991;663;8787;69766;31238;7614;3226;1789;20454;...;112578;...;12979;11069;36217;4188;1704;2551;10261;1053;28862;11590;3213;838;714;752;10674;10057;...;1232;3456;10483;1835;1087;4757;2473;1120
"2018";"July";"Switzerland";2222375;937992;...;185852;69949;39817;21576;76694;3541;48467;33153;3721;11233;11007;8606;3968;29143;4909;3389;4181;7282;1808;666;7303;4429;1007;1846;671;660;1189;154081;16197;4746;10116;2791;...;3340;2980;1588;1785;2418;3773;1264;14598;44010;50846;9689;7280;6061;23364;...;137904;...;13171;3457;40377;2798;1274;2900;5216;2523;19901;10051;4531;848;648;814;31938;27539;...;942;4050;12456;1895;1360;6993;3027;776
"2018";"August";"Switzerland";2254680;958865;...;204964;85914;60727;23121;78421;3691;46139;27853;5051;5353;6769;3508;2624;40137;5861;3805;4876;6556;1517;858;7404;5045;627;1600;695;897;925;132410;16584;2918;7905;2759;...;2998;2521;1488;1749;1646;3510;2004;16907;36465;34949;9674;10380;11440;18392;...;144541;...;11384;1767;38157;2768;1158;2846;5105;2235;18001;7494;4397;639;546;997;36826;33005;...;1376;4919;12824;2030;1317;6230;2789;827
"2018";"September";"Switzerland";1964484;941006;...;174136;58489;37412;20976;71475;3790;26079;15608;3395;5153;7643;4369;3454;23937;5406;2542;3605;6252;1446;760;6491;3579;542;1677;526;443;1227;138544;18198;3059;9574;2733;...;3142;3163;1220;1546;1785;3736;437;8874;27149;22224;7905;3056;2079;22673;...;109110;...;10291;3687;31704;4286;2158;2707;6226;1253;18817;9768;2986;561;561;647;11014;11108;...;1020;3423;9964;1398;1203;4803;2345;929
"2018";"October";"Switzerland";1573845;778532;...;125333;55112;35723;14619;45825;2987;17450;9951;2347;4212;5727;2959;2987;18297;5000;2753;3459;5619;1347;389;5070;2762;456;1280;510;293;834;81274;11721;2409;8170;1887;...;2743;2859;1034;1616;1487;3921;484;4825;23293;12993;7833;2708;1226;12059;...;105635;...;7365;3973;28501;4104;1535;1624;5886;968;15070;21494;2754;429;432;647;6095;8568;...;1064;3031;9233;1240;1133;3334;2340;1015
"2018";"November";"Switzerland";1121830;557671;...;102804;50897;37072;12684;37927;2942;12059;9132;2147;2849;4562;2161;2254;16064;4892;3250;3422;5302;1216;424;4592;2238;406;1120;450;634;473;46089;6178;1871;5507;1050;...;2001;2749;1028;1654;987;3222;136;3404;11112;6946;4922;2131;693;5268;...;52194;...;3394;2970;14063;3841;1227;761;6052;444;3921;9676;2332;470;637;552;3184;6371;...;994;2842;8996;1104;930;3149;2224;910
"2018";"December";"Switzerland";1314872;638116;...;118090;60384;49251;10050;52555;3029;17205;13730;3524;3212;4161;1732;2168;18992;5795;5862;3694;5105;1071;318;4332;1890;425;1069;619;812;483;57901;6068;2460;8181;819;...;2198;2024;923;1713;2625;3136;508;4852;9640;6555;4135;2839;976;14584;...;46757;...;6234;7632;12469;7522;1649;1364;14137;273;5059;11379;2431;714;553;562;3095;8449;...;981;2858;12185;1023;804;3384;2650;897
"2019";"January";"Switzerland";1226739;647315;...;110535;49986;34343;10782;48502;3114;15081;14305;3239;3260;5331;2555;1981;12122;4533;3187;4170;4401;931;408;5119;1972;413;996;535;697;...;49022;6074;2033;12506;1603;...;2954;1660;771;1294;1957;2738;262;4630;5664;6009;3380;2462;831;13256;...;37980;...;3364;3085;14951;2094;586;1623;4149;270;3559;4707;2252;435;598;549;3140;6608;...;819;2596;15550;1116;826;2547;3579;837
"2019";"February";"Switzerland";1332892;698093;...;121408;58778;33561;11543;62286;3432;23742;16371;5116;5035;7835;4104;3185;13144;4934;2782;3392;4653;1122;495;5332;1874;402;1064;433;563;...;46260;5833;1393;6164;1461;...;2310;1830;1027;1405;1310;2705;299;4983;8005;6859;3565;2053;1053;4973;...;56727;...;6700;2820;14765;2585;631;774;3749;273;6519;5067;2345;771;519;660;2258;5977;...;905;2783;9844;1038;857;3002;2175;981
"2019";"March";"Switzerland";1526592;774956;...;156116;62898;43309;14653;60817;3539;22154;22619;3157;4735;9370;4199;3183;16077;6317;3643;3904;5101;1354;482;6809;2922;453;1356;500;588;...;63119;8363;1834;8375;1623;...;2334;1828;992;1720;2263;3392;388;6586;12696;8913;4442;2452;919;5352;...;52756;...;5179;3851;15528;3166;892;1107;5521;424;6485;12385;2950;725;605;740;4122;8773;...;1189;3164;12930;1726;996;4796;2740;1040
"2019";"April";"Switzerland";1384180;623656;...;126681;54808;38965;13637;50331;2794;17447;15101;3201;3694;5843;2926;2778;19040;6112;2214;3449;4516;1079;619;5864;2608;536;1366;455;368;...;65143;7924;2709;8246;1807;...;2707;2792;1015;1686;1439;3288;446;4837;29775;9558;6665;3526;1513;9968;...;74443;...;8592;7057;23377;4893;2242;1350;6030;910;8302;28648;2510;464;532;561;5731;10640;...;1106;3153;9695;1388;913;3290;2203;1018
"2019";"May";"Switzerland";1624902;697684;...;141011;55279;35295;17441;58661;3367;21370;11397;3066;4870;6055;3044;2812;18072;5500;2481;3744;4741;1313;527;6876;3012;514;1222;370;367;...;106706;12132;2423;10218;2832;...;3473;3334;748;1057;1571;3630;210;5507;78211;16195;6549;1785;469;17011;...;97923;...;12459;3495;28778;4103;2380;2045;7438;233;24579;19861;2715;473;559;585;1727;4521;...;1045;3183;12117;1489;1129;4000;2858;1055
"2019";"June";"Switzerland";2006805;858811;...;169789;61225;37979;18188;71916;3778;28397;18614;3185;5018;7415;4279;3800;21337;5914;2511;4652;7509;1823;774;6445;4172;808;1442;510;479;...;155178;15280;3436;10750;2910;...;5494;4108;1346;1684;2540;4747;731;6989;68380;31627;11000;4122;2590;21040;...;112703;...;16670;11213;33787;4503;2237;3191;10543;1474;31407;11409;3533;536;603;667;18111;11320;...;1221;3759;11202;1494;1444;5106;2848;1102
"2019";"July";"Switzerland";2284423;987515;...;191146;71813;40119;21097;80474;4253;49112;32497;4002;11079;11807;8650;4195;26612;5451;2862;3662;6029;1773;690;7700;4869;608;1487;534;552;...;168978;17372;4598;10891;2612;...;4506;4360;1735;1612;2001;3518;1586;12880;44705;46460;11206;7942;5954;22279;...;133769;...;15382;3566;40717;2909;1977;3071;5381;2869;23132;8988;4632;1020;611;853;28104;17668;...;923;4442;13664;1872;1281;7163;3109;1537
"2019";"August";"Switzerland";2270490;1011069;...;204949;84497;55337;23355;75596;3935;45246;26948;5241;5365;6569;3804;3210;36203;5472;2637;4290;6559;1722;809;7058;5265;751;1344;712;870;...;139359;16764;3804;7977;2378;...;4358;3899;1823;1684;1660;3720;1967;13143;33827;37478;9259;9125;10045;18258;...;133522;...;13427;2312;38631;3073;1190;2552;5629;1917;16755;5951;5154;627;618;929;30309;25235;...;1293;4809;13279;2093;1278;6297;3199;1070
"2019";"September";"Switzerland";1958831;926890;...;173477;58338;36703;20050;71068;3769;27862;15820;3349;4723;7494;4400;3244;23479;5277;2257;3598;7886;1642;731;6917;3894;513;1358;587;598;...;152457;18582;3674;10465;2194;...;3981;4008;1197;1695;2067;3523;644;7637;28463;22512;7729;2822;2470;22675;...;98183;...;11614;2949;26827;4633;1555;2765;7043;1303;25170;8123;5600;563;567;714;10105;9089;...;1022;3531;11184;1780;1197;4963;2605;1027
"2019";"October";"Switzerland";1612160;784940;...;133189;54606;35232;14743;48659;4321;18812;10856;2696;4105;5491;2971;2828;17670;4807;2715;3645;5748;1557;526;4902;2880;371;1447;392;320;...;87903;10464;2679;9213;1641;...;3708;3688;1120;1756;1409;3675;410;5811;23194;14027;7330;2839;1435;12407;...;109370;...;9967;4282;28041;4982;2129;1679;6884;988;15499;20351;3191;472;484;540;5861;8101;...;1076;2927;10704;1264;989;3648;2590;1003
"2019";"November";"Switzerland";1154630;589729;...;96764;52383;36181;12375;36945;2778;11851;8364;2237;3042;4586;1897;2017;15876;5402;2788;4074;5203;1102;307;4785;2093;487;1019;352;462;...;51780;6250;2197;6115;1103;...;2783;2578;989;1629;999;3237;304;3515;11639;6900;5126;1536;683;5264;...;52814;...;4938;3352;12288;3796;1270;825;6232;760;5268;8789;2781;404;472;577;3390;6480;...;985;2612;8602;1024;878;2918;2429;1020
"2019";"December";"Switzerland";1381913;678702;...;121069;59249;44577;10248;52837;2889;17789;15407;3907;3233;4596;1722;2083;20804;5671;5249;4819;3531;1119;321;4480;2059;388;986;744;807;...;68250;6466;3037;9412;929;...;2388;2114;1207;1580;2820;3437;328;4639;11433;6079;3805;2774;1166;15207;...;48610;...;8748;8375;12774;9158;2749;1568;14471;1349;4834;12977;2167;432;458;535;2967;8511;...;729;2861;12659;1097;770;3120;2687;950
"2020";"January";"Switzerland";1328894;697768;...;114811;51521;34398;11401;50300;2927;16837;15147;3205;3133;5476;2458;2064;13763;4899;2962;4719;3720;1118;278;5428;1804;446;970;408;562;462;54664;6389;2434;14212;1431;...;2532;2830;1039;1598;1984;2701;224;3791;6630;6365;5483;2623;1111;14194;...;54384;...;5588;3167;14166;2773;1199;1382;4913;1294;5036;5007;2191;469;500;577;4724;6727;...;871;2728;16379;1122;935;3097;3587;858
"2020";"February";"Switzerland";1342777;731214;...;129262;64160;30611;11484;62834;3349;25960;21516;5396;4728;8298;3711;3257;14310;5149;2804;3612;4734;1053;424;5455;1778;379;1056;469;995;607;51997;5954;1839;8989;1299;...;1778;1482;958;1544;1080;2765;211;3760;7099;5830;3484;1999;1368;4864;...;15528;...;3572;2838;11987;1941;632;820;3178;486;2973;4973;2347;725;503;610;2633;6794;...;793;2714;11297;1121;848;3285;2381;893
"2020";"March";"Switzerland";496239;292613;...;49171;20478;10481;4750;18493;967;6965;6082;923;1017;2383;1273;981;5052;1863;694;911;1602;384;112;1795;585;81;316;166;212;612;16991;2858;894;2752;450;...;661;538;274;477;500;816;116;682;2626;2006;961;1140;230;2029;...;3395;...;1500;1242;1548;765;252;415;1663;159;852;2179;604;235;178;213;1129;2825;...;255;898;4635;392;235;1316;1056;335
"2020";"April";"Switzerland";51479;40927;...;3443;1561;1318;334;341;41;183;110;19;24;49;9;16;287;294;49;42;256;77;1;91;67;2;31;10;3;15;343;50;13;40;4;...;23;12;1;36;11;60;1;7;61;23;43;113;50;28;...;62;...;6;4;34;23;8;15;216;0;2;54;30;4;3;9;49;19;...;29;72;108;82;24;37;36;34
"2020";"May";"Switzerland";307372;277369;...;9863;4934;2660;1177;1010;111;873;432;150;98;163;46;79;494;718;131;107;586;462;11;380;145;6;68;7;10;26;1518;175;43;142;23;...;75;76;21;55;17;140;5;38;198;54;156;56;7;110;...;251;...;63;34;97;56;39;21;281;1;28;127;85;26;21;33;34;33;...;108;199;321;87;66;179;84;73
"2020";"June";"Switzerland";716421;591670;...;52291;19426;9686;5199;3474;353;5348;3321;1221;534;485;222;289;1442;1298;296;257;1491;1120;29;1002;647;55;195;63;53;166;3906;392;95;282;80;...;189;126;65;129;59;287;24;163;873;367;273;62;34;373;...;879;...;217;115;380;107;104;89;389;18;224;214;154;86;83;111;307;197;...;221;810;601;306;242;777;198;180
"2020";"July";"Switzerland";1539928;1189211;...;128737;53555;21103;11560;13960;733;32325;27160;2246;3652;1357;919;1022;5615;2248;706;399;2430;1990;85;3181;1739;176;477;208;180;83;9441;1148;237;438;88;...;284;370;108;357;181;754;32;299;994;1232;507;161;97;756;...;1652;...;411;152;608;74;108;155;440;50;301;477;384;322;199;355;627;997;...;424;1732;1224;674;402;2968;425;226
"2020";"August";"Switzerland";1525425;1079180;...;163293;85633;33407;15560;24403;916;40299;17955;944;2952;1922;520;504;6150;2878;807;534;3084;1595;113;4617;2123;152;588;293;287;106;8469;1763;190;571;126;...;359;351;179;471;126;870;35;373;647;1047;905;259;179;719;...;1727;...;248;85;492;141;153;201;436;29;108;353;551;535;186;263;641;1138;...;498;1594;1723;838;626;3533;557;315
"2020";"September";"Switzerland";1291992;1004036;...;125323;38504;22087;11173;9089;713;25481;5866;1578;1927;1808;373;446;2558;2387;898;472;2514;1787;78;3352;803;96;661;157;170;90;6761;1663;178;567;134;...;288;336;169;419;81;848;21;266;574;865;565;133;48;626;...;1732;...;307;90;629;99;124;164;444;39;201;408;423;271;145;180;367;951;...;245;1039;1810;616;483;1431;405;420
"2020";"October";"Switzerland";949466;796811;...;58462;28479;16028;5099;4061;431;3689;1777;362;491;1431;177;621;1920;1299;698;386;1710;1226;29;2164;461;44;557;102;64;36;4527;1146;236;436;96;...;240;217;129;283;93;541;15;252;522;968;397;268;63;361;...;1735;...;201;125;699;80;82;94;340;33;319;485;335;116;128;143;250;549;...;263;1104;1451;376;244;334;292;283
"2020";"November";"Switzerland";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
"2020";"December";"Switzerland";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
